customerID,name,surname,phone,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn,num_complaints,churn_risk_score,risk_level,last_contacted,complaints,Suggested_Offer
9763-GRSKD,Danilo,Maglio,3909553257295,0,0,1,1,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1,49.95,587.45,False,False,False,False,False,False,True,0,0,22,low,5,[],Low risk – no action needed
7469-LKBCI,Ivan,Trezzini,438472661,0,0,0,0,16,1,0,,,,,,,0,18.95,326.8,False,True,False,True,True,False,False,0,0,10,low,28,[],Low risk – no action needed
8091-TTVAX,Pasqual,Morrocco,15704833,0,0,1,0,58,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,100.35,5681.1,True,False,True,False,True,False,False,0,0,39,low,3,[],Low risk – no action needed
0280-XJGEX,Dina,Sobrero,39080035583,0,0,0,0,49,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1,103.7,5036.3,True,False,False,False,False,False,False,1,0,67,high,25,[],Low risk – no action needed
5129-JLPIS,Giorgia,Trussardi,3511996524,0,0,0,0,25,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1,105.5,2686.05,True,False,False,False,False,True,False,0,0,55,moderate,5,[],Low risk – no action needed
3655-SNQYZ,Carla,Bonomo,393246806436,1,0,1,1,69,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,113.25,7895.15,True,False,False,True,True,False,False,0,0,8,low,5,[],Low risk – no action needed
8191-XWSZG,Giorgia,Comisso,3622767208,1,0,0,0,52,1,0,,,,,,,0,20.65,1022.95,False,True,True,False,False,False,True,0,0,9,low,8,[],Low risk – no action needed
9959-WOFKT,Fiorino,Mezzetta,390261127113,0,0,0,1,71,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0,106.7,7382.25,True,False,False,True,False,False,False,0,0,16,low,22,[],Low risk – no action needed
4190-MFLUW,Alessio,Paltrinieri,36884414918,1,0,1,1,10,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0,55.2,528.35,False,False,False,False,True,False,False,1,0,44,moderate,29,[],Low risk – no action needed
4183-MYFRB,Gemma,Matteotti,3907824156763,1,0,0,0,21,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1,90.05,1862.9,True,False,False,False,False,True,False,0,0,68,high,5,[],Low risk – no action needed
8779-QRDMV,Patrizio,Accardo,57370720,0,1,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1,39.65,39.65,False,False,False,False,False,True,False,1,0,92,high,16,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card
1680-VDCWW,Milo,Boiardo,3901226811770,0,0,1,0,12,1,0,,,,,,,0,19.8,202.25,False,True,True,False,False,False,False,0,0,18,low,18,[],Low risk – no action needed
1066-JKSGK,Silvia,Marcacci,812389246,0,0,0,0,1,1,0,,,,,,,0,20.15,20.15,False,True,False,False,False,False,True,1,0,64,high,7,[],Low risk – no action needed
3638-WEABW,Jolanda,Amaldi,390532466071,1,0,1,0,58,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,59.9,3505.1,False,False,False,True,True,False,False,0,0,7,low,25,[],Low risk – no action needed
6322-HRPFA,Sophia,Moneta,390915322434,0,0,1,1,49,1,0,1.0,1.0,0.0,1.0,0.0,0.0,0,59.6,2970.3,False,False,False,False,True,False,False,0,0,16,low,14,[],Low risk – no action needed
6865-JZNKO,Mirko,Florio,373771007,1,0,0,0,30,1,0,1.0,1.0,0.0,0.0,0.0,0.0,1,55.3,1530.6,False,False,False,False,False,False,False,0,0,28,low,8,[],Low risk – no action needed
6467-CHFZW,Piersanti,Filangieri,33126648015,0,0,1,1,47,1,1,0.0,1.0,0.0,0.0,1.0,1.0,1,99.35,4749.15,True,False,False,False,False,True,False,1,0,66,high,16,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
8665-UTDHZ,Gabriele,Rubbia,3516876882,0,0,1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,30.2,30.2,False,False,False,False,False,True,False,1,0,67,high,15,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Incentivize paperless billing; Advertise benefits of credit card payments - offer recharge deals when paying by card
5248-YGIJN,Coluccio,Panatta,34167305670,0,0,1,0,72,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,90.25,6369.45,False,False,False,True,True,False,False,0,0,0,low,30,[],Low risk – no action needed
8773-HHUOZ,Serafina,Aulenti,39377325199,1,0,0,1,17,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1,64.7,1093.1,False,False,False,False,False,False,True,1,0,49,moderate,18,[],Low risk – no action needed
3841-NFECX,Renata,Palladio,1311107807,1,1,1,0,71,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,96.35,6766.95,True,False,False,True,True,False,False,0,0,3,low,5,[],Low risk – no action needed
4929-XIHVW,Leonardo,Mancini,543730666,0,1,1,0,2,1,0,0.0,0.0,1.0,0.0,1.0,1.0,1,95.5,181.65,True,False,False,False,True,False,False,0,1,91,high,17,"['Poor Streaming Service Quality', 'High Monthly Charge']",Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
6827-IEAUQ,Milo,Cimini,577624276,1,0,1,1,27,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0,66.15,1874.45,False,False,True,False,False,False,True,0,0,10,low,3,[],Low risk – no action needed
7310-EGVHZ,Bettina,Trincavelli,438164258,0,0,0,0,1,1,0,,,,,,,0,20.2,20.2,False,True,False,False,False,False,False,0,0,59,moderate,19,[],Low risk – no action needed
3413-BMNZE,Piersanti,Balotelli,3937387600153,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,45.25,45.25,False,False,False,False,False,False,False,0,0,70,high,19,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Incentivize paperless billing; Advertise benefits of credit card payments - offer recharge deals when paying by card
6234-RAAPL,Massimiliano,Oliboni,39336732494,1,0,1,1,72,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0,99.9,7251.7,True,False,False,True,False,False,False,0,0,4,low,30,[],Low risk – no action needed
6047-YHPVI,Riccardo,Solimena,3932916178,0,0,0,0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.7,316.9,True,False,False,False,False,True,False,1,1,93,high,11,"['Poor Internet Speed', 'High Monthly Charge']",Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
6572-ADKRS,Alessandro,Adinolfi,3520474318,1,0,0,0,46,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1,74.8,3548.3,True,False,False,False,True,False,False,0,0,40,moderate,29,[],Low risk – no action needed
5380-WJKOV,Melina,Mazzi,835069553,0,0,0,0,34,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1,106.35,3549.25,True,False,False,False,False,True,False,1,0,73,high,28,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
8168-UQWWF,Adriana,Bertoli,39320882521,1,0,0,0,11,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,97.85,1105.4,True,False,False,False,False,False,False,1,0,86,high,9,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
8865-TNMNX,Sylvia,Porcellato,390407579184,0,0,1,1,10,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,49.55,475.7,False,False,True,False,False,False,True,0,0,23,low,10,[],Low risk – no action needed
9489-DEDVP,Mauro,Barberini,3933115241644,1,0,1,1,70,1,1,1.0,1.0,0.0,0.0,1.0,0.0,1,69.2,4872.35,False,False,False,True,True,False,False,0,0,5,low,8,[],Low risk – no action needed
9867-JCZSP,Eliana,Callegari,3770961622,1,0,1,1,17,1,0,,,,,,,0,20.75,418.25,False,True,True,False,False,False,True,0,0,13,low,28,[],Low risk – no action needed
4671-VJLCL,Fulvio,Siffredi,390824104872,1,0,0,0,63,1,1,1.0,1.0,1.0,1.0,1.0,0.0,1,79.85,4861.45,False,False,False,True,True,False,False,0,0,3,low,16,[],Low risk – no action needed
4080-IIARD,Silvestro,Cherubini,96125422,1,0,1,0,13,1,1,1.0,1.0,0.0,1.0,1.0,0.0,1,76.2,981.45,False,False,False,False,False,True,False,0,0,30,low,22,[],Low risk – no action needed
3714-NTNFO,Pomponio,Gullotta,3755656543,1,0,0,0,49,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1,84.5,3906.7,True,False,False,False,False,True,False,0,4,83,high,7,"['Poor Internet Speed', 'Poor Streaming Service Quality', 'Poor Customer Support', 'Poor Technical Support', 'Limited Device Protection', 'Online Security Issues']",Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
5948-UJZLF,Liliana,Morpurgo,3354936765,0,0,0,0,2,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,49.25,97.0,False,False,False,False,False,False,True,0,0,58,moderate,6,[],Low risk – no action needed
7760-OYPDY,Clelia,Celentano,390566445666,1,0,0,0,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,80.65,144.15,True,False,False,False,False,True,False,1,0,88,high,25,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
7639-LIAYI,Silvia,Leoncavallo,390758485386,0,0,0,0,52,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1,79.75,4217.8,False,False,False,True,True,False,False,0,0,8,low,19,[],Low risk – no action needed
2954-PIBKO,Sophia,Rubbia,942028174,1,0,1,1,69,1,1,1.0,0.0,1.0,1.0,0.0,0.0,1,64.15,4254.1,False,False,False,True,True,False,False,0,0,7,low,2,[],Low risk – no action needed
8012-SOUDQ,Valeria,Campano,393514466495,1,1,0,0,43,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,90.25,3838.75,True,False,False,False,False,True,False,0,0,64,high,25,[],Low risk – no action needed
9420-LOJKX,Rosalia,Speri,393756071654,1,0,0,0,15,1,0,1.0,1.0,0.0,0.0,1.0,1.0,1,99.1,1426.4,True,False,False,False,True,False,False,1,0,63,high,5,[],Low risk – no action needed
6575-SUVOI,Antonia,Branciforte,3936392329152,1,1,1,0,25,1,1,1.0,0.0,0.0,1.0,1.0,0.0,1,69.5,1752.65,False,False,False,False,True,False,False,0,0,23,low,10,[],Low risk – no action needed
7495-OOKFY,Laura,Russo,390521990547,1,1,1,0,8,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1,80.65,633.3,True,False,False,False,True,False,False,1,0,81,high,13,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
4667-QONEA,Valeria,Aloisio,57534251,1,1,1,1,60,1,0,1.0,1.0,1.0,1.0,0.0,1.0,1,74.85,4456.35,False,False,True,False,True,False,False,0,0,13,low,22,[],Low risk – no action needed
1658-BYGOY,Luciano,Mascagni,390523026796,0,1,0,0,18,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,95.45,1752.55,True,False,False,False,False,True,False,1,0,79,high,30,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
8769-KKTPH,Luchino,Antonello,37143123057,1,0,1,1,63,1,1,1.0,0.0,0.0,0.0,1.0,1.0,1,99.65,6311.2,True,False,True,False,True,False,False,0,0,21,low,3,[],Low risk – no action needed
5067-XJQFU,Ermanno,Malipiero,3901714880173,0,1,1,1,66,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,108.45,7076.35,True,False,True,False,False,True,False,0,0,32,low,12,[],Low risk – no action needed
3957-SQXML,Ruggiero,Iannotti,185579662,1,0,1,1,34,1,1,,,,,,,0,24.95,894.3,False,True,False,True,True,False,False,0,0,6,low,16,[],Low risk – no action needed
5954-BDFSG,Monica,Cerutti,586501463,1,0,0,0,72,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1,107.5,7853.7,True,False,False,True,True,False,False,0,0,22,low,19,[],Low risk – no action needed
0434-CSFON,Antonella,Tomei,39054925505,1,0,1,0,47,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,100.5,4707.1,True,False,False,False,False,True,False,0,0,68,high,26,[],Low risk – no action needed
1215-FIGMP,Galasso,Comeriato,393805157347,0,0,0,0,60,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1,89.9,5450.7,True,False,False,False,False,False,False,0,0,43,moderate,12,[],Low risk – no action needed
0526-SXDJP,Cecilia,Pistoletto,3792040623,0,0,1,0,72,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0,42.1,2962.0,False,False,False,True,False,False,False,0,4,30,low,21,"['Poor Internet Speed', 'Billing Issues', 'Online Security Issues', 'Customer Loyalty', 'High Monthly Charge']",Low risk – no action needed
0557-ASKVU,Costantino,Scalera,3937702587272,1,0,1,1,18,1,0,0.0,0.0,1.0,1.0,0.0,0.0,1,54.4,957.1,False,False,True,False,True,False,False,0,0,19,low,21,[],Low risk – no action needed
5698-BQJOH,Guglielmo,Baggio,393907334834,1,0,0,0,9,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,94.4,857.25,True,False,False,False,False,True,False,1,0,85,high,3,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Incentivize paperless billing; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
5122-CYFXA,Ramona,Antonacci,393331682409,1,0,0,0,3,1,0,0.0,1.0,0.0,1.0,1.0,1.0,1,75.3,244.1,False,False,False,False,False,True,False,0,0,52,moderate,25,[],Low risk – no action needed
8627-ZYGSZ,Elladio,Vespa,5833440497,0,0,1,0,47,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1,78.9,3650.35,True,False,True,False,False,True,False,0,0,33,low,25,[],Low risk – no action needed
3410-YOQBQ,Manuel,Gibilisco,390421250713,1,0,0,0,31,1,0,0.0,1.0,1.0,1.0,1.0,1.0,0,79.2,2497.2,False,False,False,True,False,False,True,0,0,5,low,27,[],Low risk – no action needed
3170-NMYVV,Livia,Bettoni,3937314624663,1,0,1,1,50,1,0,,,,,,,0,20.15,930.9,False,True,False,True,False,False,False,0,0,4,low,28,[],Low risk – no action needed
7410-OIEDU,Martino,Frescobaldi,390921390904,0,0,0,0,10,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1,79.85,887.35,True,False,False,False,False,False,True,0,0,45,moderate,3,[],Low risk – no action needed
2273-QCKXA,Gaspare,Parri,3903825088872,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,49.05,49.05,False,False,False,False,False,False,True,0,0,57,moderate,20,[],Low risk – no action needed
0731-EBJQB,Matilda,Binaghi,393760345829,1,0,1,1,52,1,0,,,,,,,1,20.4,1090.65,False,True,True,False,False,True,False,0,0,17,low,30,[],Low risk – no action needed
1891-QRQSA,Gioachino,Trevisan,125318009,0,1,1,1,64,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1,111.6,7099.0,True,False,False,True,False,False,False,0,0,22,low,23,[],Low risk – no action needed
8028-PNXHQ,Donatella,Borromeo,913898461,0,0,1,1,62,1,1,,,,,,,1,24.25,1424.6,False,True,False,True,False,False,False,0,0,3,low,20,[],Low risk – no action needed
5630-AHZIL,Enrico,Ligorio,974271159,1,0,0,1,3,1,0,1.0,0.0,0.0,1.0,0.0,1.0,1,64.5,177.4,False,False,False,False,False,False,False,0,0,37,low,15,[],Low risk – no action needed
2673-CXQEU,Licia,Casellati,3905710160245,1,1,0,0,56,1,1,1.0,1.0,1.0,0.0,1.0,1.0,0,110.5,6139.5,True,False,True,False,False,True,False,0,0,42,moderate,6,[],Low risk – no action needed
6416-JNVRK,Letizia,Cagnin,85277255,1,0,0,0,46,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,55.65,2688.85,False,False,True,False,True,False,False,0,0,18,low,2,[],Low risk – no action needed
5590-ZSKRV,Ottavio,Lovato,393666891889,1,0,1,1,8,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0,54.65,482.25,False,False,False,False,False,False,True,0,0,25,low,25,[],Low risk – no action needed
0191-ZHSKZ,Federica,Ferrazzi,9232700229,0,1,0,0,30,1,0,1.0,1.0,0.0,0.0,1.0,1.0,1,74.75,2111.3,False,False,False,False,False,True,False,0,0,37,low,3,[],Low risk – no action needed
3887-PBQAO,Pietro,Vezzali,393311653493,1,0,1,1,45,1,1,,,,,,,1,25.9,1216.6,False,True,True,False,True,False,False,0,0,11,low,3,[],Low risk – no action needed
5919-TMRGD,Filippo,Nordio,82583847,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1,79.35,79.35,True,False,False,False,False,True,False,1,1,96,high,23,"['Poor Streaming Service Quality', 'High Monthly Charge']",Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
8108-UXRQN,Ruggiero,Bignardi,39351278026,1,0,1,1,11,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0,50.55,565.35,False,False,False,False,False,True,False,0,0,40,moderate,14,[],Low risk – no action needed
9191-MYQKX,Bruno,Moschino,393888993237,1,0,1,0,7,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1,75.15,496.9,True,False,False,False,False,False,False,1,3,91,high,20,"['Billing Issues', 'Poor Customer Support']",Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
9919-YLNNG,Sandro,Bonatti,3936009126550,1,0,0,0,42,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1,103.8,4327.5,True,False,False,False,False,False,False,0,0,43,moderate,10,[],Low risk – no action needed
0318-ZOPWS,Sabatino,Casellati,3453111417,1,0,1,0,49,1,0,,,,,,,1,20.15,973.35,False,True,False,True,False,False,False,0,0,4,low,30,[],Low risk – no action needed
4445-ZJNMU,Augusto,Filippini,9746017596,0,0,0,0,9,1,1,0.0,1.0,0.0,0.0,1.0,1.0,1,99.3,918.75,True,False,False,False,True,False,False,0,0,80,high,30,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
4808-YNLEU,Lara,Gagliano,390585805006,1,0,1,0,35,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1,62.15,2215.45,False,False,True,False,False,False,False,0,0,13,low,16,[],Low risk – no action needed
1862-QRWPE,Orlando,Bembo,390363595479,1,0,1,1,48,1,0,,,,,,,0,20.65,1057.0,False,True,False,True,False,False,False,0,0,4,low,20,[],Low risk – no action needed
2796-NNUFI,Ettore,Peranda,39042165378,1,0,1,1,46,1,0,,,,,,,1,19.95,927.1,False,True,False,True,False,False,True,0,0,5,low,28,[],Low risk – no action needed
3016-KSVCP,Agostino,Chiesa,322720203,0,0,1,0,29,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,33.75,1009.25,False,False,False,False,False,False,True,0,0,33,low,2,[],Low risk – no action needed
4767-HZZHQ,Claudia,Satriani,393836116012,0,0,1,1,30,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0,82.05,2570.2,True,False,False,False,False,False,False,0,2,69,high,25,"['Poor Internet Speed', 'Poor Streaming Service Quality', 'Poor Customer Support', 'Poor Technical Support']",Low risk – no action needed
2424-WVHPL,Salvi,Comeriato,390776340502,0,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,74.7,74.7,True,False,False,False,False,True,False,0,0,70,high,11,[],Deploy a personal follow-up; Assign premium customer support; Offer advantageous longer-contract deals to encourage commitment; Incentivize paperless billing; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems
7233-PAHHL,Milo,Carducci,393510843912,0,0,1,1,66,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1,84.0,5714.25,False,False,False,True,False,False,True,0,0,3,low,14,[],Low risk – no action needed
6067-NGCEU,Vanessa,Saraceno,3518093118,1,0,0,0,65,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1,111.05,7107.0,True,False,False,False,True,False,False,0,0,28,low,19,[],Low risk – no action needed
9848-JQJTX,Paoletta,Barcella,390404917659,0,0,0,0,72,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1,100.9,7459.05,True,False,False,True,False,False,False,0,0,17,low,15,[],Low risk – no action needed
8637-XJIVR,Giancarlo,Parini,37397144363,1,0,0,0,12,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1,78.95,927.35,True,False,False,False,False,True,False,1,0,59,moderate,27,[],Low risk – no action needed
9803-FTJCG,Daria,Magnani,125776802,0,0,1,1,71,1,1,1.0,1.0,0.0,1.0,0.0,0.0,1,66.85,4748.7,False,False,True,False,True,False,False,0,0,10,low,5,[],Low risk – no action needed
0278-YXOOG,Rosario,Bocelli,42571030,0,0,0,0,5,1,0,,,,,,,0,21.05,113.85,False,True,False,False,False,False,True,1,0,38,low,13,[],Low risk – no action needed
3212-KXOCR,Maria,Gualandi,3416202084,0,0,0,0,52,1,0,,,,,,,0,21.0,1107.2,False,True,False,True,False,False,False,0,0,5,low,29,[],Low risk – no action needed
4598-XLKNJ,Lilla,Tartaglia,3908326334089,1,1,1,0,25,1,0,0.0,1.0,1.0,0.0,1.0,1.0,1,98.5,2514.5,True,False,False,False,False,True,False,1,0,74,high,26,[],Provide cumulative discounts to reward commitment; Offer advantageous longer-contract deals to encourage commitment; Offer loyalty or multi-service discount; Advertise benefits of credit card payments - offer recharge deals when paying by card; Provide directed customer service for fiber optic specific problems; Offer a free trial of tech support
6380-ARCEH,Priscilla,Romano,390536791064,0,0,0,0,1,1,0,,,,,,,0,20.2,20.2,False,True,False,False,False,False,True,0,0,62,high,10,[],Low risk – no action needed
3679-XASPY,Rosina,Collina,39071153113,1,0,1,1,1,1,0,,,,,,,0,19.45,19.45,False,True,False,False,False,True,False,0,0,58,moderate,6,[],Low risk – no action needed
7123-WQUHX,Gioffre,Pavone,37112479296,0,0,0,0,38,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0,95.0,3605.6,True,False,True,False,False,False,False,0,0,25,low,10,[],Low risk – no action needed
5386-THSLQ,Marco,Mascheroni,165045226,1,1,1,0,66,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0,45.55,3027.25,False,False,True,False,False,False,False,0,0,17,low,12,[],Low risk – no action needed
3192-NQECA,Fulvio,Pedrazzini,511334259,0,0,1,0,68,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,110.0,7611.85,True,False,False,True,False,False,False,1,0,32,low,21,[],Low risk – no action needed
6180-YBIQI,Marisa,Grasso,68547690,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.3,100.2,False,False,False,False,False,False,True,0,0,59,moderate,22,[],Low risk – no action needed
